date,year,month,quarter,week,aggregation_level,price_exaa_mean,price_mc_auction_mean,price_count_exaa,price_count_mc,data_completeness,month_name,carbonprices_exchange_rate_eur_usd,carbonprices_primary_market,carbonprices_secondary_market,climate_cdd_at,climate_hdd_at,climate_cdd_eu,climate_hdd_eu,prod_gross_electricity_production,prod_gross_electricity_consumption,prod_hydropower_production_total,prod_fossil_sk_production,prod_fossil_DvfB_production,prod_fossil_DvOe_production,prod_fossil_gas_production,prod_fossil_subtotal_production,prod_renewable_bio_production,prod_renewable_SoBio_production,prod_other_fuels_production,prod_fuel_production_total,prod_wind_total,prod_pv_total,prod_geothermal_total,prod_power_production_total,prod_electricity_imports,prod_electricity_exports,oegpi_month,oegpi_quarter,oegpi_season,oegpi_year,econ_prod_index_industry,econ_consumer_price_index,econ_exports_total_EUR,econ_turnover_index_commercial_sales,econ_count_overnight_stays,econ_turnover_industry,econ_count_employees_industry,econ_prod_index_construction,econ_total_production_construction,econ_turnover_index_construction,econ_turnover_construction,econ_count_employees_construction,econ_turnover_index_wholesale,econ_turnover_index_retail,econ_count_employees_retail,econ_turnover_index_car_retail,econ_imports_total_EUR,econ_imports_energy_EUR
2019-01-30,2019.0,1.0,1.0,5.0,daily,61.0,,96.0,0.0,100.0,January,1.141640909,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-31,2019.0,1.0,1.0,5.0,daily,62.0,,96.0,0.0,100.0,January,1.141640909,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,2019.0,2.0,1.0,5.0,daily,57.0,,96.0,0.0,100.0,February,1.135115,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,2019.0,2.0,1.0,5.0,monthly,47.0,,2688.0,0.0,90.3,February,1.135115,21.0,21.0,0.0,441.02,0.0,399.84,5055867.0,5781924.0,2659299.0,213852.0,151602.0,52751.0,1369478.0,1787682.0,261298.0,110886.0,82524.0,2242391.0,725539.0,103449.0,27.0,5732303.0,2609919.0,1900847.0,,,,,,105.5,12951522570.0,,17862768.0,,,,,,,,,,,,13304659223.0,955844701.0
2019-02-02,2019.0,2.0,1.0,5.0,daily,52.0,,96.0,0.0,100.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-03,2019.0,2.0,1.0,5.0,daily,49.0,,96.0,0.0,100.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-04,2019.0,2.0,1.0,6.0,daily,56.0,,96.0,0.0,100.0,February,1.135115,21.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-04,2019.0,2.0,1.0,6.0,weekly,57.0,,672.0,0.0,100.0,February,1.1390305454,22.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05,2019.0,2.0,1.0,6.0,daily,56.0,,96.0,0.0,100.0,February,1.135115,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06,2019.0,2.0,1.0,6.0,daily,54.0,,96.0,0.0,100.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07,2019.0,2.0,1.0,6.0,daily,47.0,,96.0,0.0,100.0,February,1.135115,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-08,2019.0,2.0,1.0,6.0,daily,48.0,,96.0,0.0,100.0,February,1.135115,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-09,2019.0,2.0,1.0,6.0,daily,39.0,,96.0,0.0,100.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-10,2019.0,2.0,1.0,6.0,daily,35.0,,96.0,0.0,100.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-11,2019.0,2.0,1.0,7.0,daily,45.0,,96.0,0.0,100.0,February,1.135115,22.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-11,2019.0,2.0,1.0,7.0,weekly,46.0,,672.0,0.0,100.0,February,1.135115,23.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-12,2019.0,2.0,1.0,7.0,daily,50.0,,96.0,0.0,100.0,February,1.135115,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-13,2019.0,2.0,1.0,7.0,daily,48.0,,96.0,0.0,100.0,February,1.135115,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14,2019.0,2.0,1.0,7.0,daily,50.0,,96.0,0.0,100.0,February,1.135115,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-15,2019.0,2.0,1.0,7.0,daily,47.0,,96.0,0.0,100.0,February,1.135115,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-16,2019.0,2.0,1.0,7.0,daily,43.0,,96.0,0.0,100.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-17,2019.0,2.0,1.0,7.0,daily,40.0,,96.0,0.0,100.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-18,2019.0,2.0,1.0,8.0,daily,47.0,,96.0,0.0,100.0,February,1.135115,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-18,2019.0,2.0,1.0,8.0,weekly,46.0,,672.0,0.0,100.0,February,1.135115,21.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-19,2019.0,2.0,1.0,8.0,daily,47.0,,96.0,0.0,100.0,February,1.135115,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-20,2019.0,2.0,1.0,8.0,daily,47.0,,96.0,0.0,100.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-21,2019.0,2.0,1.0,8.0,daily,46.0,,96.0,0.0,100.0,February,1.135115,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,2019.0,2.0,1.0,8.0,daily,47.0,,96.0,0.0,100.0,February,1.135115,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-23,2019.0,2.0,1.0,8.0,daily,42.0,,96.0,0.0,100.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-24,2019.0,2.0,1.0,8.0,daily,41.0,,96.0,0.0,100.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25,2019.0,2.0,1.0,9.0,daily,48.0,,96.0,0.0,100.0,February,1.135115,19.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25,2019.0,2.0,1.0,9.0,weekly,45.0,,672.0,0.0,100.0,February,1.135115,19.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-26,2019.0,2.0,1.0,9.0,daily,44.0,,96.0,0.0,100.0,February,1.135115,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-27,2019.0,2.0,1.0,9.0,daily,43.0,,96.0,0.0,100.0,February,1.135115,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,2019.0,2.0,1.0,9.0,daily,41.0,,96.0,0.0,100.0,February,1.135115,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,2019.0,3.0,1.0,9.0,daily,45.0,,96.0,0.0,100.0,March,1.130247619,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,2019.0,3.0,1.0,9.0,monthly,33.0,,2972.0,0.0,99.9,March,1.130247619,22.0,22.0,0.0,382.63,0.0,362.26,5584409.0,6005775.0,3811723.0,159766.0,176872.0,43076.0,780703.0,1160418.0,302055.0,114069.0,80779.0,1657320.0,729831.0,132821.0,38.0,6332869.0,2591619.0,2189044.0,,,,,,106.4,13531364257.0,,14979370.0,,,,,,,,,,,,13975395568.0,1121684861.0
2019-03-02,2019.0,3.0,1.0,9.0,daily,40.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-03,2019.0,3.0,1.0,9.0,daily,23.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-04,2019.0,3.0,1.0,10.0,daily,29.0,,96.0,0.0,100.0,March,1.130247619,22.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-04,2019.0,3.0,1.0,10.0,weekly,38.0,,672.0,0.0,100.0,March,1.1331680476,21.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-05,2019.0,3.0,1.0,10.0,daily,33.0,,96.0,0.0,100.0,March,1.130247619,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-06,2019.0,3.0,1.0,10.0,daily,40.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-07,2019.0,3.0,1.0,10.0,daily,31.0,,96.0,0.0,100.0,March,1.130247619,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-08,2019.0,3.0,1.0,10.0,daily,34.0,,96.0,0.0,100.0,March,1.130247619,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-09,2019.0,3.0,1.0,10.0,daily,23.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-10,2019.0,3.0,1.0,10.0,daily,19.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-11,2019.0,3.0,1.0,11.0,daily,32.0,,96.0,0.0,100.0,March,1.130247619,23.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-11,2019.0,3.0,1.0,11.0,weekly,30.0,,672.0,0.0,100.0,March,1.130247619,23.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-12,2019.0,3.0,1.0,11.0,daily,38.0,,96.0,0.0,100.0,March,1.130247619,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13,2019.0,3.0,1.0,11.0,daily,28.0,,96.0,0.0,100.0,March,1.130247619,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-14,2019.0,3.0,1.0,11.0,daily,33.0,,96.0,0.0,100.0,March,1.130247619,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15,2019.0,3.0,1.0,11.0,daily,29.0,,96.0,0.0,100.0,March,1.130247619,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-16,2019.0,3.0,1.0,11.0,daily,21.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-17,2019.0,3.0,1.0,11.0,daily,10.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,2019.0,3.0,1.0,12.0,daily,33.0,,96.0,0.0,100.0,March,1.130247619,22.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,2019.0,3.0,1.0,12.0,weekly,28.0,,672.0,0.0,100.0,March,1.130247619,22.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19,2019.0,3.0,1.0,12.0,daily,45.0,,96.0,0.0,100.0,March,1.130247619,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20,2019.0,3.0,1.0,12.0,daily,42.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-21,2019.0,3.0,1.0,12.0,daily,40.0,,96.0,0.0,100.0,March,1.130247619,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-22,2019.0,3.0,1.0,12.0,daily,41.0,,96.0,0.0,100.0,March,1.130247619,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-23,2019.0,3.0,1.0,12.0,daily,34.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-24,2019.0,3.0,1.0,12.0,daily,30.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,2019.0,3.0,1.0,13.0,daily,33.0,,96.0,0.0,100.0,March,1.130247619,21.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,2019.0,3.0,1.0,13.0,weekly,38.0,,672.0,0.0,100.0,March,1.130247619,21.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-26,2019.0,3.0,1.0,13.0,daily,38.0,,96.0,0.0,100.0,March,1.130247619,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27,2019.0,3.0,1.0,13.0,daily,40.0,,96.0,0.0,100.0,March,1.130247619,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-28,2019.0,3.0,1.0,13.0,daily,42.0,,96.0,0.0,100.0,March,1.130247619,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-29,2019.0,3.0,1.0,13.0,daily,39.0,,96.0,0.0,100.0,March,1.130247619,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-30,2019.0,3.0,1.0,13.0,daily,34.0,,96.0,0.0,100.0,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,2019.0,3.0,1.0,13.0,daily,29.0,,92.0,0.0,95.8,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,2019.0,4.0,2.0,14.0,daily,39.0,,96.0,0.0,100.0,April,1.123825,21.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,2019.0,4.0,2.0,14.0,monthly,39.0,,2880.0,0.0,96.8,April,1.123825,26.0,26.0,0.0,272.76,0.0,252.28,5789661.0,5406051.0,4180759.0,118030.0,170099.0,57296.0,622548.0,967973.0,282656.0,117707.0,91050.0,1459386.0,800539.0,155945.0,29.0,6596796.0,1749688.0,2148059.0,,,,,,106.5,13023928797.0,,8276601.0,,,,,,,,,,,,13556199788.0,1056381636.0
2019-04-01,2019.0,4.0,2.0,14.0,weekly,37.0,,668.0,0.0,99.4,April,1.1289630952,21.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-02,2019.0,4.0,2.0,14.0,daily,36.0,,96.0,0.0,100.0,April,1.123825,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-03,2019.0,4.0,2.0,14.0,daily,41.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-04,2019.0,4.0,2.0,14.0,daily,42.0,,96.0,0.0,100.0,April,1.123825,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-05,2019.0,4.0,2.0,14.0,daily,42.0,,96.0,0.0,100.0,April,1.123825,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-06,2019.0,4.0,2.0,14.0,daily,37.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-07,2019.0,4.0,2.0,14.0,daily,33.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-08,2019.0,4.0,2.0,15.0,daily,41.0,,96.0,0.0,100.0,April,1.123825,24.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-08,2019.0,4.0,2.0,15.0,weekly,39.0,,672.0,0.0,100.0,April,1.123825,23.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-09,2019.0,4.0,2.0,15.0,daily,42.0,,96.0,0.0,100.0,April,1.123825,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-10,2019.0,4.0,2.0,15.0,daily,43.0,,96.0,0.0,100.0,April,1.123825,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-11,2019.0,4.0,2.0,15.0,daily,45.0,,96.0,0.0,100.0,April,1.123825,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12,2019.0,4.0,2.0,15.0,daily,45.0,,96.0,0.0,100.0,April,1.123825,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-13,2019.0,4.0,2.0,15.0,daily,41.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-14,2019.0,4.0,2.0,15.0,daily,36.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-15,2019.0,4.0,2.0,16.0,daily,41.0,,96.0,0.0,100.0,April,1.123825,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-15,2019.0,4.0,2.0,16.0,weekly,42.0,,672.0,0.0,100.0,April,1.123825,26.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-16,2019.0,4.0,2.0,16.0,daily,44.0,,96.0,0.0,100.0,April,1.123825,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-17,2019.0,4.0,2.0,16.0,daily,43.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-18,2019.0,4.0,2.0,16.0,daily,40.0,,96.0,0.0,100.0,April,1.123825,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-19,2019.0,4.0,2.0,16.0,daily,36.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-20,2019.0,4.0,2.0,16.0,daily,39.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-21,2019.0,4.0,2.0,16.0,daily,33.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22,2019.0,4.0,2.0,17.0,daily,23.0,,96.0,0.0,100.0,April,1.123825,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22,2019.0,4.0,2.0,17.0,weekly,37.0,,672.0,0.0,100.0,April,1.123825,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-23,2019.0,4.0,2.0,17.0,daily,35.0,,96.0,0.0,100.0,April,1.123825,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-24,2019.0,4.0,2.0,17.0,daily,34.0,,96.0,0.0,100.0,April,1.123825,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-25,2019.0,4.0,2.0,17.0,daily,38.0,,96.0,0.0,100.0,April,1.123825,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-26,2019.0,4.0,2.0,17.0,daily,41.0,,96.0,0.0,100.0,April,1.123825,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-27,2019.0,4.0,2.0,17.0,daily,33.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-28,2019.0,4.0,2.0,17.0,daily,33.0,,96.0,0.0,100.0,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-29,2019.0,4.0,2.0,18.0,daily,45.0,,96.0,0.0,100.0,April,1.123825,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-29,2019.0,4.0,2.0,18.0,weekly,37.0,,672.0,0.0,100.0,April,1.123825,27.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,2019.0,4.0,2.0,18.0,daily,42.0,,96.0,0.0,100.0,April,1.123825,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,2019.0,5.0,2.0,18.0,daily,28.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,2019.0,5.0,2.0,18.0,monthly,39.0,,2976.0,0.0,100.0,May,1.118459091,26.0,26.0,0.0,248.64,0.86,172.42,5762961.0,5547867.0,4622551.0,88498.0,178396.0,58800.0,186834.0,512528.0,260671.0,131352.0,88372.0,992922.0,817581.0,145019.0,22.0,6578164.0,1589110.0,1815111.0,,,,,,106.7,13230215327.0,,7465251.0,,,,,,,,,,,,13702479512.0,1042322543.0
2019-05-02,2019.0,5.0,2.0,18.0,daily,37.0,,96.0,0.0,100.0,May,1.118459091,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-03,2019.0,5.0,2.0,18.0,daily,41.0,,96.0,0.0,100.0,May,1.118459091,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-04,2019.0,5.0,2.0,18.0,daily,38.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-05,2019.0,5.0,2.0,18.0,daily,33.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-06,2019.0,5.0,2.0,19.0,daily,43.0,,96.0,0.0,100.0,May,1.118459091,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-06,2019.0,5.0,2.0,19.0,weekly,37.0,,672.0,0.0,100.0,May,1.11980056825,25.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-07,2019.0,5.0,2.0,19.0,daily,48.0,,96.0,0.0,100.0,May,1.118459091,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-08,2019.0,5.0,2.0,19.0,daily,42.0,,96.0,0.0,100.0,May,1.118459091,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-09,2019.0,5.0,2.0,19.0,daily,43.0,,96.0,0.0,100.0,May,1.118459091,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-10,2019.0,5.0,2.0,19.0,daily,45.0,,96.0,0.0,100.0,May,1.118459091,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-11,2019.0,5.0,2.0,19.0,daily,39.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-12,2019.0,5.0,2.0,19.0,daily,23.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-13,2019.0,5.0,2.0,20.0,daily,41.0,,96.0,0.0,100.0,May,1.118459091,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-13,2019.0,5.0,2.0,20.0,weekly,40.0,,672.0,0.0,100.0,May,1.118459091,26.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14,2019.0,5.0,2.0,20.0,daily,42.0,,96.0,0.0,100.0,May,1.118459091,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-15,2019.0,5.0,2.0,20.0,daily,42.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-16,2019.0,5.0,2.0,20.0,daily,42.0,,96.0,0.0,100.0,May,1.118459091,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-17,2019.0,5.0,2.0,20.0,daily,41.0,,96.0,0.0,100.0,May,1.118459091,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-18,2019.0,5.0,2.0,20.0,daily,37.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-19,2019.0,5.0,2.0,20.0,daily,35.0,,96.0,0.0,100.0,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-20,2019.0,5.0,2.0,21.0,daily,46.0,,96.0,0.0,100.0,May,1.118459091,25.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
